,Full_AIC,Full_BIC,sz_AIC,sz_BIC,sv_AIC,sv_BIC,st_AIC,st_BIC,st_sv_AIC,st_sv_BIC,st_sz_AIC,st_sz_BIC,sv_sz_AIC,sv_sz_BIC,no_AIC,no_BIC,subj_idx
12,190.49114985851094,221.81690016858886,213.7472155139024,238.11168797729636,209.48526473946407,233.84973720285802,187.85903532212447,212.2235077855184,186.3983026917798,214.24341407851574,189.86232912100013,217.70744050773607,211.45392422769183,239.29903561442777,211.74842888943294,232.63226242948488,509
13,548.9964315245361,580.0170678695329,552.835989203274,576.9631508049382,553.5269352536255,577.6540968552897,539.5810381372216,563.7081997388858,555.5313014690056,583.1052004423361,540.7657809898496,568.3396799631802,554.9285020676518,582.5024010409824,551.5073461272177,572.1877703572155,578
14,817.3913318886428,848.603873158859,823.5433654819014,847.8197864698474,817.6117581628719,841.8881791508178,811.1578381340229,835.4342591219688,812.5363464718253,840.2808276009063,816.4987084440779,844.2431895731589,819.5027273808846,847.2472085099656,816.1046236860112,836.9129845328221,618
15,861.8824434057822,892.5065398426327,858.116085859439,881.9348275325449,862.3129435992819,886.1316852723878,862.2481078123963,886.0668494855022,884.4972502752331,911.7186693302114,860.1387561494445,887.3601752044227,860.0860853119448,887.307504366923,860.2480935940474,880.664157885281,631
16,970.1136884043603,1001.1730344864517,965.928665793409,990.0859349683689,967.0894876305798,991.2467568055397,967.0689287132373,991.2261978881971,969.0895901925293,996.6978978210549,968.1425993233929,995.7509069519185,978.5801794135139,1006.1884870420395,965.0764171339027,985.7826478552969,640
17,857.9868302290588,888.968589623755,880.1327893155955,904.229713289248,881.6235346272096,905.7204586008621,860.7348583214891,884.8317822951417,864.9867431623388,892.5260848465132,853.4111949291091,880.9505366132835,882.1669123866111,909.7062540707855,879.6235002322386,900.2780064953694,642
18,652.3001452469588,683.4746314921892,658.8674464500002,683.1142690851794,659.6972516471099,683.9440742822891,652.435638876044,676.6824615112232,654.5042361149845,682.2148905551893,632.4231369139861,660.133791354191,660.8628038668612,688.5734583070661,657.6742394819697,678.4572303121233,702
19,854.3135993223452,885.334235667342,877.5083677021074,901.6355293037716,875.1136687190042,899.2408303206684,853.1775939361789,877.3047555378431,852.0319309611631,879.6058299344936,853.8261778616593,881.4000768349898,876.5587250265876,904.1326239999181,875.5162124202915,896.1966366502893,724
20,847.9676252409979,878.7125288608377,1056.8420923894878,1080.7547952049188,870.2570055436604,894.1697083590914,835.357164602005,859.269867417436,843.2303680478801,870.5591712655155,854.1286124958871,881.4574157135224,872.2612555126391,899.5900587302744,870.7320263174199,891.2286287306464,748
21,741.4771882452504,772.8029385553284,735.4762825256734,759.8407549890672,702.0028434829381,726.367315946332,736.7555642851922,761.1200367485861,711.4115526558097,739.2566640425456,738.6295342895745,766.4746456763104,729.0766718325876,756.9217832193235,699.230725118983,720.1145586590349,749
22,505.8565863549424,536.9544763931617,509.2541362610302,533.4413840685341,509.06394502475894,533.2511928322629,498.3900252790675,522.5772730865714,499.3471735534953,526.9897424763569,499.8530539807965,527.4956229036582,511.0802702916115,538.7228392144731,507.2532852460023,527.9852119381485,754
23,958.6930905245008,989.3979049911961,979.5800707960017,1003.461593158987,975.536074674608,999.4175970375933,962.677290462413,986.5588128253983,963.9683117996411,991.2614802144815,965.5001745101328,992.7933429249731,977.0887720469267,1004.381940461767,977.58269196553,998.0525682766602,797
24,847.6186729179401,878.1613208351114,857.9815173744087,881.7369101988752,849.4716386956861,873.2270315201527,850.4201032518635,874.17549607633,844.7958964557815,871.9449168266004,852.4286219564322,879.577642327251,851.5203463454047,878.6693667162236,856.7141684412605,877.0759337193747,830
25,706.3020494050106,737.39993944323,717.809198224984,741.9964460324879,717.9806822209498,742.1679300284537,700.2740554067657,724.4613032142696,704.7167146858021,732.3592836086638,701.200053839531,728.8426227623927,718.9524570737682,746.5950259966298,716.3722947714735,737.1042214636198,846
26,893.0250478866844,923.9285459186726,907.3031739224082,931.3392279472879,907.567228402171,931.6032824270508,890.465928224485,914.5019822493647,906.1666867454109,933.6364627738448,892.3869432013075,919.8567192297414,908.7209899025469,936.1907659309808,905.658329096921,926.2606611182464,860
27,293.0803391659724,324.40608947605034,325.3967161870636,349.76118865045754,326.23258770063876,350.5970601640327,286.22979674079625,310.5942692041902,288.4504722800983,316.29558366683426,288.6453824792249,316.49049386596084,327.48813594092366,355.3332473276596,324.23251919738925,345.1163527374412,862
28,641.9812628239499,673.1938040941661,641.6035470215487,665.8799680094946,637.8408520615728,662.1172730495188,641.61021349563,665.8866344835759,646.7206492345058,674.4651303635868,657.2397487454169,684.9842298744979,640.1947704024515,667.9392515315325,639.604218299885,660.4125791466959,876
29,783.202400183081,814.2617462651723,784.6690842666712,808.8263534416311,781.10624304825,805.2635122232099,780.3185506689446,804.4758198439044,778.072058147796,805.6803657763217,782.640903671273,810.2492112997986,782.8527946000823,810.461102228608,782.5278525564706,803.2340832778648,888
30,859.4922970325911,890.7804689999747,847.0307852921603,871.3660301556808,846.9926307081264,871.3278755716469,846.4655718715707,870.8008167350912,851.5208016271476,879.3325100425998,1039.6380077767694,1067.4497161922213,870.508308146735,898.3200165621871,844.9842840202753,865.8430653318643,897
31,594.9192748122879,626.2450251223659,599.0818893336622,623.446361797056,598.7282681611628,623.0927406245567,593.0674034706674,617.4318759340613,595.1658071838251,623.010918570561,638.4008878908186,666.2459992775545,599.3508689349663,627.1959803217022,596.7236587018346,617.6074922418865,903
32,811.9009899416493,843.1514260046926,803.9520799377971,828.2579746534974,803.7884567405586,828.0943514562589,803.9512437714305,828.2571384871309,805.7725856363872,833.550751025759,805.9619990204959,833.7401644098677,805.7777378494476,833.5559032388194,801.9508736171938,822.7844976592227,911
33,613.0087131874334,644.0680592695247,639.169557172826,663.3268263477859,639.418307277495,663.5755764524549,611.2570589540592,635.414328129019,610.2512018827347,637.8595095112603,613.2931071832895,640.9014148118151,640.6274422473721,668.2357498758977,638.0187319576928,658.724962679087,917
34,771.6833330466515,802.8958743168677,768.8565279225928,793.1329489105387,768.93459217353,793.2110131614759,759.4691206941516,783.7455416820975,761.4308057011574,789.1752868302384,762.0792309533573,789.8237120824383,770.9091170415702,798.6535981706512,766.9341021710758,787.7424630178866,918
35,761.8325925556618,792.4160568693216,753.3007991024369,777.0879380130611,755.9098694228896,779.6970083335138,744.2415671464831,768.0287060571075,746.3910651650257,773.5763667771677,736.9657530957722,764.1510547079142,759.8345530244915,787.0198546366335,753.9096739476075,774.2986501567141,920
36,615.2135142962795,646.1952736909757,610.9231455379479,635.0200695116005,620.0280356590328,644.1249596326853,609.575704823431,633.6726287970836,612.4275085929837,639.9668502771581,603.8995759472967,631.4389176314711,613.0488271293566,640.588168813531,618.0257084681605,638.6802147312912,922
37,705.988350657646,736.9310644379548,711.78722173289,735.8537768953523,711.4845591494066,735.5511143118689,700.7454810428445,724.8120362053069,702.1939974864562,729.6986319578417,812.5402988974257,840.0449333688113,713.4417545532231,740.9463890246086,709.7816526088852,730.4101284624244,928
38,506.18365657831055,537.1263703586193,543.9901260858376,568.0566812482999,516.3410998563993,540.4076550188616,503.95821733376437,528.0247724962268,504.517985141605,532.0226196129905,507.99600029474493,535.5006347661305,518.3503873361427,545.8550218075283,517.2716840256961,537.9001598792353,930
39,640.9955376811386,672.2837096485222,644.3508405677003,668.6860854312208,638.4196999838188,662.7549448473393,644.3512405499063,668.6864854134268,638.9860567991885,666.7977652146407,646.4125791619571,674.2242875774092,639.8040481667011,667.6157565821533,642.351136085898,663.2099173974871,931
40,686.7931880035087,718.0813599708923,679.5615835098423,703.8968283733628,679.5823982941221,703.9176431576426,679.5618844926788,703.8971293561993,681.5863901449065,709.3980985603587,681.5633371308073,709.3750455462595,681.6481286891667,709.4598371046188,677.5534117027574,698.4121930143465,933
41,617.116429424806,648.4421797348839,615.7606679046944,640.1251403680883,612.9860095947535,637.3504820581473,615.7196947094252,640.0841671728191,614.9779680344374,642.8230794211732,626.1475468339584,653.9926582206942,612.9384159454543,640.7835273321901,613.7197168778672,634.6035504179191,939
42,506.25118074226475,537.5769310523426,528.0812369004308,552.4457093638247,502.4395185579662,526.8039910213602,528.0811947468743,552.4456672102682,504.09738016194365,531.9424915486795,531.4048445585428,559.2499559452787,504.2247514562408,532.0698628429767,526.0809822277963,546.9648157678482,946
43,699.2230727628444,730.5488230729222,799.4635520818199,823.8280245452138,701.1338960731825,725.4983685365764,692.7596021079479,717.1240745713418,702.7286606840828,730.5737720708187,703.0786453161423,730.9237567028782,702.8349937740167,730.6801051607525,699.1344630236039,720.0182965636558,951
44,610.7800886195608,642.0305246826041,609.310175869908,633.6160705856083,608.547667947085,632.8535626627853,607.6002601484937,631.906154864194,608.5057033050588,636.2838686944306,609.6585723935865,637.4367377829583,610.611161089063,638.3893264784348,607.3113590544173,628.1449830964461,952
45,800.8211754425962,832.0716115056395,808.5349111713338,832.8408058870341,807.8506195598461,832.1565142755464,798.0723833553737,822.3782780710741,799.267635682189,827.0458010715608,800.0685371046967,827.8467024940685,809.1442192240546,836.9223846134264,806.692672299338,827.5262963413669,955
46,600.9685021046363,631.7930522619689,630.4273180619466,654.4019681843164,631.478587512455,655.4532376348247,596.6172613353428,620.5919114577126,597.6311644332568,625.0307645731081,597.1685008662413,624.5681010060925,632.4704458190199,659.8700459588712,629.4780523914969,650.0277524963853,958
47,729.1565901407079,759.7806865775584,734.0756138758126,757.8943555489185,735.3436617250308,759.1624033981367,721.1249898784733,744.9437315515793,736.1814382727432,763.4028573277214,721.3425115294185,748.5639305843968,736.2486036244127,763.4700226793909,733.3434899369669,753.7595542282005,961
48,684.754244044658,716.0424160120416,693.1374795300821,717.4727243936027,686.3239009180577,710.6591457815782,687.5146657508435,711.849910614364,681.0785912178401,708.8902996332922,741.4504869761679,769.26219539162,688.2091498137652,716.0208582292173,690.701774862234,711.560556173823,969
49,473.8059371811196,505.0184784513358,479.73223421698464,504.00865520493056,474.55010654450746,498.8265275324534,478.79918908999895,503.0756100779449,474.2473271800881,501.9918083091692,480.81003010296564,508.5545112320467,473.981726186387,501.72620731546806,478.005643455589,498.8140043023998,978
50,432.9159694384095,464.2041414057931,438.1072861748152,462.4425310383358,434.2124881785227,458.54773304204326,434.1634948525749,458.4987397160955,430.7292543552651,458.54096277071716,437.63562987610203,465.4473382915541,434.9646768669394,462.77638528239146,436.17740809899385,457.0361894105829,980
51,511.9853826040871,543.2735545714706,532.9296696151625,557.2649144786831,535.9533602805485,560.288605144069,516.3592207948585,540.694465658379,523.9202954013313,551.7320038167834,511.30066307607115,539.1123714915233,534.541929708499,562.3536381239511,533.9426503916127,554.8014317032017,1001
52,870.2784818156139,901.5289178786571,867.5790687112801,891.8849634269804,859.5705593797844,883.8764540954847,863.572697673694,887.8785923893944,861.4255016459409,889.2036670353127,865.6021951433141,893.3803605326859,862.2820166262898,890.0601820156616,861.8370471645161,882.670671206545,1018
53,885.3085404492463,916.4448100765437,887.8805957933488,912.0976943923579,890.5556040041678,914.7727026031769,885.1142611157462,909.3313597147553,887.176361518617,914.8530456317703,870.6171320128209,898.2938161259742,889.9950002568775,917.6716843700308,888.5503183638465,909.3078314487115,1019
54,723.5492225624176,754.7617638326338,732.1367927403752,756.4132137283211,723.3880527567816,747.6644737447275,730.9419897668924,755.2184107548384,722.1356515246648,749.8801326537458,789.2702642322575,817.0147453613386,726.1447600405974,753.8892411696784,730.1503727210319,750.9587335678427,1024
55,860.9667742847265,892.2172103477698,864.8823903046309,889.1882850203313,834.2427124127232,858.5486071284236,850.4549001667494,874.7607948824498,836.4107823577319,864.1889477471037,973.8786010883565,1001.6567664777283,836.7375133626829,864.5156787520547,834.9540769252827,855.7877009673116,1025
56,372.57361479667225,403.86178676405586,353.2323223299124,377.567567193433,350.90438933507704,375.2396341985976,353.23228410722885,377.56752897074944,352.90112837458474,380.7128367900368,355.23232232908697,383.04403074453904,352.9029406126627,380.71464902811476,351.2322583603883,372.09103967197734,1031
57,841.8299476493065,873.004433894537,838.5703800729375,862.8172027081167,837.8176990335971,862.0645216687764,838.2059226763977,862.4527453115769,842.3706006491807,870.0812550893855,840.3019459400392,868.0126003802441,839.894707538128,867.6053619783329,836.2124474722275,856.9954383023812,1041
58,859.3870490625497,890.4463951446411,886.4913125840978,910.6485817590577,887.798135143205,911.9554043181648,856.328575753619,880.4858449285789,870.2846616785481,897.8929693070737,842.7199883117089,870.3282959402345,888.8182228406442,916.4265304691698,885.7976286352892,906.5038593566834,1042
59,962.8656978759794,994.0019675032769,969.5921791641223,993.8092777631314,971.9385610564534,996.1556596554625,971.9385767635225,996.1556753625316,990.9465569176776,1018.623241030831,961.0522443775812,988.7289284907345,970.063461565347,997.7401456785003,969.938561037289,990.696074122154,1045
60,817.6850557353481,848.7829457735675,811.3320065078954,835.5192543153993,812.314123639005,836.5013714465089,809.5012487168925,833.6884965243964,811.5148696555955,839.1574385784571,810.1501195470333,837.792688469895,814.2366917869017,841.8792607097633,810.2620225392346,830.9939492313808,1050
61,828.3750778812952,859.7008281913731,851.1518467365115,875.5163191999054,824.2506119427535,848.6150844061474,938.3832968564689,962.7477693198628,826.2439943691061,854.089105755842,908.018051721635,935.8631631083708,826.2415552134562,854.0866666001921,830.7600162178877,851.6438497579396,1054
62,535.673537918188,566.9239739812313,532.1740159891322,556.4799107048325,531.8743444725337,556.180239188234,529.4076900505419,553.7135847662422,545.9107085799867,573.6888739693585,531.3984510616582,559.17661645103,533.7747657796579,561.5529311690296,530.1769317646465,551.0105558066754,1055
63,660.5039769478414,691.6018669860607,672.6768566065625,696.8641044140664,673.6304698139743,697.8177176214782,659.3802937129014,683.5675415204054,667.4091544689018,695.0517233917634,663.6119457348157,691.2545146576773,674.686865312817,702.3294342356786,671.7188134972001,692.4507401893463,1065
64,568.4850364104209,599.7732083778045,566.934015476122,591.2692603396425,566.8203465143114,591.1555913778319,565.0400641264949,589.3753089900155,566.9483988349383,594.7601072503904,567.1477760599284,594.9594844753806,568.7721560471357,596.5838644625878,564.8833228460921,585.7421041576812,1077
65,723.6318641678614,754.8823002309047,755.2240396250102,779.5299343407105,719.6300787478804,743.9359734635807,734.8597659905731,759.1656607062735,722.3434668305135,750.1216322198853,736.8624492798579,764.6406146692296,722.2389810344533,750.0171464238251,732.8599849006081,753.693608942637,1078
66,734.3751658428355,765.1200694626752,748.4778471081531,772.3905499235841,754.2409278596467,778.1536306750777,737.0878105998061,761.000513415237,739.1001073231804,766.4289105408158,734.5940135830241,761.9228168006595,751.7754162895691,779.1042195072044,752.2385827103606,772.735185123587,1082
67,529.9304592915505,561.066728918848,533.6048370647641,557.8219356637732,527.2706646900632,551.4877632890723,533.0915099092716,557.3086085082807,528.1488623052704,555.8255464184238,535.0920584612822,562.7687425744355,528.8219033980199,556.4985875111731,531.6049523670325,552.3624654518975,1086
68,877.895657431612,909.1838293989956,887.2040016278015,911.539246491322,876.8945732878549,901.2298181513754,961.6067507409159,985.9419956044364,875.7105414508294,903.5222498662815,993.4892739103674,1021.3009823258195,879.0313844852667,906.8430929007188,885.1796513619663,906.0384326735553,1089
69,719.7217856397032,750.8962718849336,730.2935431738277,754.540365809007,731.5043624912654,755.7511851264446,721.0067462605616,745.2535688957408,739.5730676440049,767.2837220842098,718.1006379111493,745.8112923513542,736.1505992796651,763.86125371987,729.5006945926293,750.283685422783,1098
70,832.5387243970652,863.7891604601084,864.4122816889735,888.7181764046738,828.4031552371429,852.7090499528432,830.7602420123925,855.0661367280928,829.9375057788784,857.7156711682502,832.7774297849178,860.5555951742896,830.4002358344082,858.17840122378,829.1048325960271,849.938456638056,1125
71,512.0502277578657,543.3383997252494,512.7170687691137,537.0523136326343,511.5353260765248,535.8705709400454,510.15330714363284,534.4885520071534,510.5884549118052,538.4001633272572,512.158172113309,539.9698805287611,514.2794818718124,542.0911902872646,510.79957234749867,531.6583536590878,1132
72,812.3554218717009,842.6911641248498,822.4397075768225,846.0341737737161,815.0459577032339,838.6404239001275,816.0784516284318,839.6729178253255,809.9032627205506,836.8683669455719,818.486864435712,845.4519686607333,817.3093834618297,844.274487686851,820.4393732858997,840.6632014546657,1133
73,403.08253553192753,434.40828584200545,415.2965844639681,439.66105692736204,407.10417641234966,431.4686488757436,410.11301030884835,434.4774827722423,402.77900858139355,430.6241199681295,412.1113851132383,439.95649649997426,408.3215101039287,436.1666214906646,413.2991098102569,434.18294335030885,1144
74,814.1958715714768,845.44630763452,813.1178155005366,837.4237102162369,813.214812249382,837.5207069650824,807.946204591593,832.2520993072933,809.930517134788,837.7086825241598,809.9023432825298,837.6805086719016,815.2167458463305,842.9949112357023,811.211653152222,832.0452771942508,1148
75,889.4090393463163,920.4683854284076,905.3834462427048,929.5407154176647,885.1108186817012,909.268087856661,905.3795882871809,929.5368574621408,887.6218126752314,915.230120303757,914.0529635355169,941.6612711640425,887.2274698172153,914.8357774457409,903.3792733390991,924.0855040604932,1151
76,677.5140078956003,708.5346442405971,673.819739021233,697.9469006228971,687.3864746993272,711.5136363009914,687.3865945952749,711.5137561969391,689.6015015170335,717.175400490364,670.2967158615623,697.8706148348929,675.3060775958892,702.8799765692197,685.3864858669374,706.0669100969352,1154
77,957.0488721667837,988.2993082298269,952.0258091355165,976.3317038512168,955.0878146602887,979.393709375989,955.0880178314487,979.3939125471491,957.087864704527,984.8660300938988,955.5863873776116,983.3645527669834,955.591621359986,983.3697867493578,953.0877653829741,973.921389425003,1159
78,863.0458428011126,893.8306577945632,860.7443570601966,884.6881020551026,858.7682629070066,882.7120079019126,859.9503214463946,883.8940664413005,860.877299431128,888.2415794253063,861.565174873719,888.9294548678973,860.77140057964,888.1356805738184,858.7400998178277,879.2633098134614,1160
79,544.4955693599272,575.7837413273108,541.0555908954263,565.3908357589469,535.2224911645777,559.5577360280982,570.3316329815895,594.66687784511,534.1943161006685,562.0060245161206,539.8821580054527,567.6938664209048,537.2350082059071,565.0467166213592,539.0545026153002,559.9132839268892,1170
80,957.2841699033448,988.6099202134228,942.3809007938839,966.7453732572778,941.1050304133182,965.4695028767121,942.3776733977811,966.742145861175,973.2534117112131,1001.0985230979489,1129.7063938611973,1157.5515052479332,942.8338792006823,970.6789905874182,940.3983743245008,961.2822078645527,1182
81,563.9896127799135,595.2021540501297,561.9593779574699,586.2357989454158,561.7459320038033,586.0223529917492,559.0682701637098,583.3446911516558,560.5838511141471,588.3283322432281,561.9920004891163,589.7364816181973,563.4894787504861,591.2339598795671,560.0028705181381,580.811231364949,1187
82,869.3202502143944,900.608422181778,861.40788888743,885.7431337509505,861.3182659532595,885.65351081678,861.3018543380786,885.6370992015991,877.8473731779172,905.6590815933694,863.4772230550905,891.2889314705426,864.9975842565694,892.8092926720216,859.3015011254995,880.1602824370885,1192
83,780.4592203037189,811.7849706137968,775.8891867345908,800.2536591979847,776.383500992877,800.7479734562709,776.6121706183852,800.9766430817791,778.1649205366839,806.0100319234198,778.2063194735375,806.0514308602734,776.3265865134505,804.1716979001864,774.6121681063368,795.4960016463887,1193
84,583.1210079282495,614.4091798956331,594.7543086686267,619.0895535321472,593.4159422262228,617.7511870897433,580.7709432208219,605.1061880843424,608.3191602118968,636.130868627349,582.9898992809028,610.801607696355,594.5606728932448,622.372381308697,591.6229410958478,612.4817224074368,1227
85,449.13093341833024,480.45668372840817,446.2281778911458,470.5926503545397,445.2587567601798,469.62322922357373,440.3263166629186,464.69078912631255,441.09317322364467,468.9382846103806,442.5241996731308,470.36931105986673,447.042293257189,474.8874046439249,444.23638921022024,465.1202227502722,1245
86,790.4931659110063,821.435879691315,786.1975895227936,810.2641446852559,785.6035634510094,809.6701186134718,785.4759303106769,809.5424854731392,786.7308415285142,814.2354759998998,788.1926684827287,815.6973029541142,787.6684269636976,815.1730614350831,784.1975873787302,804.8260632322693,1274
87,834.3518840962453,866.9680416519313,836.0042643034778,861.3723868467893,830.548440953647,855.9165634969584,835.1981571478968,860.5662796912083,833.7328496517422,862.7249897012409,837.2022191791317,866.1943592286304,832.5505438885585,861.5426839380573,834.004246590442,855.7483516275661,1344
88,200.73915932226748,232.02733128965107,178.89794977950024,203.23319464302082,178.30778791266602,202.6430327761866,150.1997846231871,174.53502948670769,150.49863776375838,178.31034617921046,152.19826702085163,180.0099754363037,179.8012160352512,207.6129244507033,177.01032874157883,197.8691100531679,1351
89,1085.8871351816365,1116.671950175087,1080.84140874924,1104.7851537441459,1082.0288148918949,1105.9725598868008,1081.9893037034576,1105.9330486983636,1093.460315862869,1120.8245958570474,1084.522909459638,1111.8871894538163,1083.8053728464618,1111.16965284064,1079.9892744098756,1100.5124844055094,1381
90,398.55168237413625,429.7261686193667,414.20476977467655,438.45159240985583,406.81131198871236,431.05813462389165,406.59879331400464,430.8456159491839,397.01333665698104,424.72399109718594,408.6019913863085,436.3126458265134,406.4731355515257,434.1837899917306,412.45513763758186,433.2381284677355,1424
91,796.3179684664344,827.3773145485258,805.9082267736176,830.0654959485774,799.5137064771654,823.6709756521253,800.786492407222,824.9437615821819,794.143510079677,821.7518177082026,802.7737969055023,830.3821045340279,801.0415629329018,828.6498705614274,803.9069806528531,824.6132113742473,1441
92,1181.6574035191704,1215.515865964192,1206.0213372893068,1232.355696968768,1201.6572723335398,1227.991632013001,1179.7769532950938,1206.111312974555,1177.568931179133,1207.6653422413744,1183.7198240214477,1213.8162350836892,1203.7238285768358,1233.8202396390773,1204.152846618542,1226.7251549152231,1455
93,703.251780349175,734.5399523165586,706.7405891786207,731.0758340421412,700.1637485288754,724.498993392396,703.7526264819909,728.0878713455114,697.9968358578634,725.8085442733155,705.7857740388732,733.5974824543254,702.1638257279941,729.9755341434462,704.6981226482433,725.5569039598323,1474
94,265.62634935190545,296.95209966198337,263.2266714037995,287.59114386719347,261.92470436461934,286.2891768280133,262.98544845436794,287.3499209177619,263.6853723437978,291.5304837305337,265.0005973197313,292.84570870646724,263.8574476846994,291.7025590714353,261.22156828735433,282.1054018274063,1504
95,468.761796659743,499.97433792995923,462.79654200825104,487.07296299619696,462.6080507379396,486.88447172588553,462.796540393029,487.0729613809749,464.6682609419306,492.4127420710117,464.7965420071085,492.54102313618955,464.63344474365215,492.3779258727332,460.7962429594241,481.6046038062349,1528
96,478.7028465123648,509.953282575408,493.6430227856956,517.948917501396,480.44451478657106,504.7504095022714,492.33954360893813,516.6454383246385,476.7028488742004,504.4810142635722,494.4347792538231,522.2129446431949,481.6972112636614,509.4753766530332,491.6425319352651,512.476155977294,1537
97,447.4822887036767,478.80803901375464,446.3412142384549,470.70568670184883,445.68868832038333,470.0531607837773,444.1877050090001,468.5521774723941,445.384506115145,473.2296175018809,446.21704681369033,474.06215820042627,447.6887320323452,475.5338434190811,444.320501503586,465.20433504363797,1555
98,498.0988846812234,529.3493207442667,513.9414260449929,538.2473207606932,511.11134025566594,535.4172349713663,499.35653792262735,523.6624326383277,496.20709640533806,523.9852617947099,660.895931813525,688.6740972028967,515.1774480905083,542.9556134798802,511.9340482482402,532.767672290269,1557
99,622.1595552428073,653.4099913058506,629.8902738140176,654.196168529718,623.3739213320292,647.6798160477296,623.4228839372635,647.7287786529638,615.0090744242437,642.7872398136155,625.4326668802361,653.2108322696079,624.9299466196467,652.7081120090185,627.8902318387592,648.723855880788,1561
100,354.886162492165,386.1743344595486,368.53963906133976,392.87488392486034,356.35403149744764,380.6892763609682,368.5387670372693,392.87401190078987,358.35484556507186,386.16655398052393,370.5396393522004,398.3513477676525,353.0420523335658,380.85376074901785,366.53873196327663,387.3975132748657,1574
101,532.5262297346885,563.8519800447664,526.7948162846752,551.1592887480691,528.0818333470697,552.4463058104636,528.0814653629684,552.4459378263623,530.1019590297958,557.9470704165317,508.95830051866784,536.8034119054038,528.5763677575598,556.4214791442956,526.0814425970028,546.9652761370547,1589
102,849.9020717949809,881.0765580402114,914.9925908680154,939.2394135031947,844.1531357321444,868.3999583673236,844.657541009183,868.9043636443622,845.9168320615033,873.6274865017082,921.7094827983497,949.4201372385545,845.8719623600746,873.5826168002794,842.690354636864,863.4733454670177,1609
103,600.3177063892176,631.6434566992955,603.9661295420698,628.3306020054637,602.8662769361241,627.230749399518,597.8259768895481,622.190449352942,598.1676196205358,626.0127310072717,599.8402901266888,627.6854015134247,604.6761463245145,632.5212577112504,601.9720320713699,622.8558656114218,1614
