"stim","response","rt","subj_idx"
6,0.576271186440678,1.22800039830508,"KB375"
12,0.783333333333333,0.93966379,"KB375"
24,0.933333333333333,0.83467592,"KB375"
48,0.966666666666667,0.748819793333333,"KB375"
100,0.95,0.696403103333333,"KB375"
