"stim","response","rt","subj_idx"
6,0.697674418604651,1.7592864255814,"JC876"
12,0.886792452830189,1.54611940566038,"JC876"
24,0.983050847457627,1.10231498983051,"JC876"
48,0.95,0.878266541666667,"JC876"
100,0.949152542372881,0.96501376440678,"JC876"
