SubjectID,Trial,Coherence,Direction,Response,RT
KC1086,1,4.800000e-01,180,1,7.175431e-01
KC1086,2,2.400000e-01,0,1,8.841650e-01
KC1086,3,1.200000e-01,0,1,9.673431e-01
KC1086,4,2.400000e-01,0,0,2.924490e-01
KC1086,5,1.200000e-01,0,1,4.839699e-01
KC1086,6,4.800000e-01,0,1,4.756041e-01
KC1086,7,1,180,1,3.840010e-01
KC1086,8,4.800000e-01,0,1,7.673299e-01
KC1086,9,1.200000e-01,180,1,7.342670e-01
KC1086,10,1,0,1,7.257252e-01
KC1086,11,4.800000e-01,180,1,9.007740e-01
KC1086,12,6.000000e-02,180,1,8.368745e+00
KC1086,13,1,180,1,5.090609e-01
KC1086,14,2.400000e-01,180,1,5.172820e-01
KC1086,15,4.800000e-01,0,1,5.508380e-01
KC1086,16,6.000000e-02,0,0,1.550850e+00
KC1086,17,4.800000e-01,180,1,1.133858e+00
KC1086,18,2.400000e-01,180,1,9.927120e-01
KC1086,19,2.400000e-01,180,1,7.089951e-01
KC1086,20,2.400000e-01,180,1,7.675252e-01
KC1086,21,6.000000e-02,0,1,9.759309e-01
KC1086,22,1.200000e-01,180,1,8.434021e-01
KC1086,23,6.000000e-02,0,1,1.092559e+00
KC1086,24,4.800000e-01,0,1,5.754900e-01
KC1086,25,1.200000e-01,0,1,9.006839e-01
KC1086,26,1,0,1,6.090729e-01
KC1086,27,1,180,0,3.171680e-01
KC1086,28,6.000000e-02,180,0,2.434264e+00
KC1086,29,2.400000e-01,0,1,7.173569e-01
KC1086,30,6.000000e-02,180,1,2.443089e+00
KC1086,31,1,0,1,5.092409e-01
KC1086,32,1,180,1,5.176260e-01
KC1086,33,6.000000e-02,0,1,8.923011e-01
KC1086,34,1,0,1,5.590441e-01
KC1086,35,4.800000e-01,180,1,5.254209e-01
KC1086,36,6.000000e-02,180,1,7.460277e+00
KC1086,37,4.800000e-01,180,1,7.682760e-01
KC1086,38,2.400000e-01,0,1,7.839901e-01
KC1086,39,1,0,1,6.255710e-01
KC1086,40,4.800000e-01,0,1,6.172860e-01
KC1086,41,1.200000e-01,0,1,1.200831e+00
KC1086,42,1.200000e-01,180,1,2.142411e+00
KC1086,43,6.000000e-02,180,0,1.659377e+00
KC1086,44,2.400000e-01,0,1,8.090370e-01
KC1086,45,2.400000e-01,180,1,1.192807e+00
KC1086,46,1.200000e-01,0,1,1.542787e+00
KC1086,47,1.200000e-01,180,1,5.577021e+00
KC1086,48,6.000000e-02,0,0,4.952467e+00
KC1086,49,1.200000e-01,180,0,9.025097e-03
KC1086,50,1,180,1,5.338850e-01
