"stim","response","rt","subj_idx"
6,0.923076923076923,1.49548409615385,"KC939"
12,0.943396226415094,1.4034366,"KC939"
24,0.966666666666667,1.15420537,"KC939"
48,0.983333333333333,0.950962966666667,"KC939"
100,0.95,0.648364278333333,"KC939"
