SubjectID,Trial,Coherence,Direction,Response,RT
JC876,1,1,0,1,3.176126e+00
JC876,2,1.200000e-01,180,1,7.757490e-01
JC876,3,4.800000e-01,180,1,6.756101e-01
JC876,4,1,0,1,9.089870e-01
JC876,5,1.200000e-01,0,1,2.917600e+00
JC876,6,1,0,1,6.256258e-01
JC876,7,4.800000e-01,0,1,4.838889e-01
JC876,8,6.000000e-02,0,1,2.067446e+00
JC876,9,1.200000e-01,180,1,1.500934e+00
JC876,10,1.200000e-01,180,1,1.392370e+00
JC876,11,4.800000e-01,0,0,1.100832e+00
JC876,12,6.000000e-02,180,1,6.507061e-01
JC876,13,1,180,1,8.673320e-01
JC876,14,2.400000e-01,0,1,1.292736e+00
JC876,15,6.000000e-02,180,1,1.367528e+00
JC876,16,6.000000e-02,0,0,1.334680e+00
JC876,17,2.400000e-01,0,1,1.100643e+00
JC876,18,6.000000e-02,0,1,8.526824e+00
JC876,19,2.400000e-01,180,1,1.067378e+00
JC876,20,1.200000e-01,0,1,6.758399e-01
JC876,21,6.000000e-02,180,1,6.433160e-01
JC876,22,1.200000e-01,180,1,6.840439e-01
JC876,23,1,180,1,5.256100e-01
JC876,24,6.000000e-02,0,1,6.174269e-01
JC876,25,2.400000e-01,0,1,8.673780e-01
JC876,26,1,0,1,5.087640e-01
JC876,27,2.400000e-01,180,1,7.338090e-01
JC876,28,4.800000e-01,180,1,6.934049e-01
JC876,29,6.000000e-02,180,1,1.135038e+00
JC876,30,4.800000e-01,0,1,5.424051e-01
JC876,31,1,180,1,5.759411e-01
JC876,32,2.400000e-01,180,1,1.925754e+00
JC876,33,4.800000e-01,180,1,5.175741e-01
JC876,34,6.000000e-02,0,0,4.254758e-01
JC876,35,1.200000e-01,0,1,6.840620e-01
JC876,36,2.400000e-01,0,1,1.559027e+00
JC876,37,4.800000e-01,180,1,5.588958e-01
JC876,38,1,180,1,5.839751e-01
JC876,39,1.200000e-01,180,1,6.757030e-01
JC876,40,6.000000e-02,180,1,5.674171e-01
JC876,41,4.800000e-01,0,1,5.506561e-01
JC876,42,1.200000e-01,0,0,5.588181e-01
JC876,43,1,180,1,7.254682e-01
JC876,44,2.400000e-01,180,1,1.059066e+00
JC876,45,2.400000e-01,180,1,7.674921e-01
JC876,46,1.200000e-01,0,1,1.317515e+00
JC876,47,1,0,1,5.672669e-01
JC876,48,4.800000e-01,0,1,1.050576e+00
JC876,49,2.400000e-01,0,1,7.757180e-01
JC876,50,4.800000e-01,180,1,5.588329e-01
