"stim","response","rt","subj_idx"
6,0.592592592592593,1.50612542222222,"IB642"
12,0.66,1.530814094,"IB642"
24,0.872727272727273,1.64239437636364,"IB642"
48,0.87037037037037,1.37574367037037,"IB642"
100,0.87719298245614,1.22611377368421,"IB642"
