"stim","response","rt","subj_idx"
6,0.863636363636364,1.83879923181818,1024
12,0.903846153846154,1.57201324230769,1024
24,0.929824561403509,1.57094064210526,1024
48,0.898305084745763,1.33486766779661,1024
100,0.636363636363636,1.68067397454545,1024
