SubjectID,Trial,Coherence,Direction,Response,RT
1245,1,1,180,0,1.442470e+00
1245,2,6.000000e-02,0,1,2.209318e+00
1245,3,4.800000e-01,180,1,6.421211e-01
1245,4,4.800000e-01,0,1,5.256429e-01
1245,5,6.000000e-02,180,1,1.100733e+00
1245,6,1.200000e-01,0,1,6.422830e-01
1245,7,6.000000e-02,180,0,5.176272e+00
1245,8,1,0,1,1.342401e+00
1245,9,1,0,1,7.673690e-01
1245,10,1.200000e-01,180,1,1.484113e+00
1245,11,6.000000e-02,180,1,4.618448e+00
1245,12,1.200000e-01,180,1,2.375940e+00
1245,13,4.800000e-01,180,1,1.059969e+00
1245,14,2.400000e-01,180,1,1.309320e+00
1245,15,1.200000e-01,0,0,3.009642e+00
1245,16,2.400000e-01,180,1,9.840069e-01
1245,17,6.000000e-02,0,1,4.509564e+00
1245,18,1,180,1,7.176208e-01
1245,19,1.200000e-01,0,1,1.542454e+00
1245,20,6.000000e-02,180,0,1.184062e+00
1245,21,4.800000e-01,0,1,2.525942e+00
1245,22,6.000000e-02,180,1,2.967923e+00
1245,23,1,0,1,1.592803e+00
1245,24,4.800000e-01,180,0,1.075689e+00
1245,25,6.000000e-02,0,0,5.760082e+00
1245,26,4.800000e-01,0,1,7.675159e-01
1245,27,2.400000e-01,0,1,1.309070e+00
1245,28,1,0,1,1.675722e+00
1245,29,4.800000e-01,0,1,9.756799e-01
1245,30,1.200000e-01,0,1,1.108977e+00
1245,31,1,0,1,1.609108e+00
1245,32,4.800000e-01,0,1,8.423638e-01
1245,33,2.400000e-01,180,1,1.484382e+00
1245,34,2.400000e-01,0,1,9.840260e-01
1245,35,1,180,0,9.506929e-01
1245,36,1.200000e-01,0,1,8.756561e-01
1245,37,1,180,0,1.459029e+00
1245,38,2.400000e-01,0,1,1.292425e+00
1245,39,2.400000e-01,0,1,9.173579e-01
1245,40,1.200000e-01,180,0,8.673751e-01
1245,41,1,180,0,2.434344e+00
1245,42,2.400000e-01,180,1,1.000563e+00
1245,43,2.400000e-01,180,1,9.339080e-01
1245,44,6.000000e-02,0,1,2.384448e+00
1245,45,4.800000e-01,180,1,1.500687e+00
1245,46,4.800000e-01,180,1,1.883978e+00
1245,47,2.400000e-01,0,1,1.084340e+00
1245,48,1.200000e-01,180,0,1.884167e+00
1245,49,6.000000e-02,0,0,1.125826e+00
1245,50,1.200000e-01,180,1,1.651180e+00
