SubjectID,Trial,Coherence,Direction,Response,RT
LC1132,1,6.000000e-02,180,0,1.125679e+00
LC1132,2,1,0,0,1.917597e+00
LC1132,3,2.400000e-01,0,1,8.590460e-01
LC1132,4,2.400000e-01,180,1,9.588740e-01
LC1132,5,4.800000e-01,180,1,1.550814e+00
LC1132,6,6.000000e-02,0,0,1.942475e+00
LC1132,7,1,180,1,7.003729e-01
LC1132,8,4.800000e-01,0,1,2.709391e+00
LC1132,9,1,180,0,1.850789e+00
LC1132,10,4.800000e-01,180,1,2.092635e+00
LC1132,11,1,0,0,1.717276e+00
LC1132,12,1.200000e-01,0,1,3.517797e+00
LC1132,13,4.800000e-01,0,1,1.775811e+00
LC1132,14,6.000000e-02,180,1,3.542596e+00
LC1132,15,6.000000e-02,0,1,7.172189e-01
LC1132,16,6.000000e-02,180,0,5.417987e+00
LC1132,17,2.400000e-01,180,1,1.134188e+00
LC1132,18,6.000000e-02,180,0,8.576814e+00
LC1132,19,1,180,1,3.109959e+00
LC1132,20,1,0,0,2.143384e+00
LC1132,21,1.200000e-01,0,1,9.178052e-01
LC1132,22,4.800000e-01,180,1,9.595141e-01
LC1132,23,1.200000e-01,180,1,9.842410e-01
LC1132,24,1,0,0,7.926471e-01
LC1132,25,1,180,0,3.251184e+00
LC1132,26,2.400000e-01,180,0,2.175810e+00
LC1132,27,2.400000e-01,0,1,1.167224e+00
LC1132,28,1.200000e-01,180,1,1.784403e+00
LC1132,29,4.800000e-01,0,1,1.225753e+00
LC1132,30,2.400000e-01,0,1,8.256609e-01
LC1132,31,2.400000e-01,0,1,7.589252e-01
LC1132,32,6.000000e-02,0,1,7.672100e-01
LC1132,33,2.400000e-01,180,1,6.421468e-01
LC1132,34,1.200000e-01,180,1,9.179840e-01
LC1132,35,1,180,0,8.007739e-01
LC1132,36,4.800000e-01,0,1,1.492325e+00
LC1132,37,1.200000e-01,180,1,1.000808e+00
LC1132,38,4.800000e-01,180,1,9.005508e-01
LC1132,39,6.000000e-02,180,0,7.341909e-01
LC1132,40,2.400000e-01,0,1,7.840018e-01
LC1132,41,1.200000e-01,0,1,2.400860e+00
LC1132,42,2.400000e-01,180,1,7.257640e-01
LC1132,43,1.200000e-01,180,0,1.784339e+00
LC1132,44,6.000000e-02,0,1,8.088748e-01
LC1132,45,1.200000e-01,0,1,5.838170e-01
LC1132,46,1,0,1,6.503749e-01
LC1132,47,4.800000e-01,0,1,1.000404e+00
LC1132,48,6.000000e-02,0,1,7.006249e-01
LC1132,49,1.200000e-01,0,1,8.090219e-01
LC1132,50,4.800000e-01,180,1,7.259541e-01
