"stim","response","rt","subj_idx"
6,0.633333333333333,1.56962839833333,"GB208"
12,0.8,1.23764056333333,"GB208"
24,0.95,1.05605142,"GB208"
48,1,0.91151936,"GB208"
100,1,0.817280733333333,"GB208"
