SubjectID,Trial,Coherence,Direction,Response,RT
JB340,1,1.200000e-01,0,1,1.142518e+00
JB340,2,1,180,1,4.590671e-01
JB340,3,2.400000e-01,180,1,7.424090e-01
JB340,4,2.400000e-01,0,1,4.923329e-01
JB340,5,1,180,1,4.506512e-01
JB340,6,6.000000e-02,180,1,1.442420e+00
JB340,7,1,180,1,5.755169e-01
JB340,8,1.200000e-01,0,0,1.159116e+00
JB340,9,1.200000e-01,180,1,1.042410e+00
JB340,10,1.200000e-01,180,1,9.421470e-01
JB340,11,2.400000e-01,180,1,8.511629e-01
JB340,12,4.800000e-01,180,1,8.255320e-01
JB340,13,2.400000e-01,0,1,1.209121e+00
JB340,14,6.000000e-02,180,1,1.825878e+00
JB340,15,4.800000e-01,0,1,6.423490e-01
JB340,16,4.800000e-01,180,1,6.590669e-01
JB340,17,1.200000e-01,0,0,8.842180e-01
JB340,18,1,0,1,6.422522e-01
JB340,19,1.200000e-01,0,1,9.173980e-01
JB340,20,1.200000e-01,180,1,7.592981e-01
JB340,21,1,180,1,6.508710e-01
JB340,22,2.400000e-01,0,1,7.842851e-01
JB340,23,6.000000e-02,180,1,2.126797e+00
JB340,24,6.000000e-02,0,0,3.284731e+00
JB340,25,2.400000e-01,0,1,8.008301e-01
JB340,26,1,0,1,8.340731e-01
JB340,27,1,180,1,5.924830e-01
JB340,28,6.000000e-02,180,0,1.550929e+00
JB340,29,2.400000e-01,180,1,1.001411e+00
JB340,30,4.800000e-01,0,1,5.257411e-01
JB340,31,6.000000e-02,0,0,1.568293e+00
JB340,32,4.800000e-01,0,1,8.674212e-01
JB340,33,1,0,1,5.089030e-01
JB340,34,1.200000e-01,180,1,1.333963e+00
JB340,35,6.000000e-02,0,1,1.217524e+00
JB340,36,2.400000e-01,180,1,9.424999e-01
JB340,37,1.200000e-01,0,0,3.117697e+00
JB340,38,4.800000e-01,180,1,8.587699e-01
JB340,39,6.000000e-02,180,0,1.717613e+00
JB340,40,2.400000e-01,0,1,1.325758e+00
JB340,41,1,0,1,7.255502e-01
JB340,42,2.400000e-01,180,1,8.508041e-01
JB340,43,6.000000e-02,0,1,3.176261e+00
JB340,44,1,0,1,5.339820e-01
JB340,45,4.800000e-01,0,1,7.090409e-01
JB340,46,4.800000e-01,180,1,5.255039e-01
JB340,47,4.800000e-01,0,1,5.339060e-01
JB340,48,1.200000e-01,180,1,9.670990e-01
JB340,49,4.800000e-01,180,1,6.599841e-01
JB340,50,6.000000e-02,0,1,8.091500e-01
