SubjectID,Trial,Coherence,Direction,Response,RT
HC1154,1,6.000000e-02,180,1,1.242828e+00
HC1154,2,4.800000e-01,0,0,7.591710e-01
HC1154,3,1.200000e-01,180,1,6.089370e-01
HC1154,4,4.800000e-01,0,1,3.173449e-01
HC1154,5,4.800000e-01,180,1,3.006518e-01
HC1154,6,2.400000e-01,0,0,2.841601e-01
HC1154,7,2.400000e-01,0,1,4.172740e-01
HC1154,8,6.000000e-02,180,0,1.922822e-01
HC1154,9,6.000000e-02,0,0,8.877039e-03
HC1154,10,1,180,0,9.153843e-03
HC1154,11,1,180,1,2.909503e+00
HC1154,12,2.400000e-01,180,1,1.150897e+00
HC1154,13,4.800000e-01,0,1,1.742576e+00
HC1154,14,1,180,1,2.501089e+00
HC1154,15,1.200000e-01,0,1,1.484639e+00
HC1154,16,4.800000e-01,180,1,9.006391e-01
HC1154,17,6.000000e-02,0,1,8.508840e-01
HC1154,18,2.400000e-01,180,1,8.423450e-01
HC1154,19,2.400000e-01,180,1,1.400931e+00
HC1154,20,1,180,1,1.117406e+00
HC1154,21,4.800000e-01,180,1,7.926431e-01
HC1154,22,4.800000e-01,180,1,8.923969e-01
HC1154,23,1.200000e-01,180,1,6.836841e-01
HC1154,24,2.400000e-01,0,1,1.492636e+00
HC1154,25,1.200000e-01,180,1,7.678201e-01
HC1154,26,1,0,0,1.467633e+00
HC1154,27,4.800000e-01,0,1,5.508471e-01
HC1154,28,1.200000e-01,0,0,8.589849e-01
HC1154,29,2.400000e-01,0,1,3.674581e-01
HC1154,30,6.000000e-02,180,1,2.559368e+00
HC1154,31,4.800000e-01,0,0,7.256839e-01
HC1154,32,1,0,0,1.468402e+00
HC1154,33,1.200000e-01,0,1,1.734423e+00
HC1154,34,1.200000e-01,0,1,1.167293e+00
HC1154,35,2.400000e-01,180,1,1.025569e+00
HC1154,36,2.400000e-01,0,1,1.009105e+00
HC1154,37,4.800000e-01,180,1,7.346370e-01
HC1154,38,6.000000e-02,180,1,3.367483e+00
HC1154,39,6.000000e-02,0,1,1.126085e+00
HC1154,40,2.400000e-01,180,1,6.924160e-01
HC1154,41,1,0,0,2.234191e+00
HC1154,42,1,0,0,2.076121e+00
HC1154,43,6.000000e-02,0,1,2.309669e+00
HC1154,44,1.200000e-01,0,1,1.392640e+00
HC1154,45,1,180,0,3.000840e+00
HC1154,46,6.000000e-02,0,1,2.517582e+00
HC1154,47,1,0,0,1.051842e+00
HC1154,48,1.200000e-01,180,0,2.067689e+00
HC1154,49,1.200000e-01,180,1,6.840200e-01
HC1154,50,6.000000e-02,180,0,5.842011e-01
