"stim","response","rt","subj_idx"
6,0.653061224489796,1.68612615510204,"KC1193"
12,0.745098039215686,1.41001011960784,"KC1193"
24,0.844827586206897,1.16604769310345,"KC1193"
48,0.966666666666667,1.16001033,"KC1193"
100,0.719298245614035,1.56142679649123,"KC1193"
