"stim","response","rt","subj_idx"
6,0.792452830188679,1.89002033773585,"HB205"
12,0.87037037037037,1.44680017592593,"HB205"
24,0.95,1.27994966,"HB205"
48,0.966101694915254,1.09494948644068,"HB205"
100,1,1.11023841034483,"HB205"
