SubjectID,Trial,Coherence,Direction,Response,RT
KB241,1,4.800000e-01,180,1,8.589671e-01
KB241,2,2.400000e-01,0,1,5.756440e-01
KB241,3,4.800000e-01,180,1,7.258852e-01
KB241,4,2.400000e-01,0,1,9.006438e-01
KB241,5,2.400000e-01,180,1,1.067336e+00
KB241,6,1.200000e-01,0,1,1.692487e+00
KB241,7,6.000000e-02,0,0,2.184186e+00
KB241,8,2.400000e-01,0,1,1.034074e+00
KB241,9,1.200000e-01,180,0,1.792495e+00
KB241,10,1,0,1,9.008181e-01
KB241,11,4.800000e-01,0,1,9.843109e-01
KB241,12,1,0,1,2.359324e+00
KB241,13,2.400000e-01,180,1,1.175787e+00
KB241,14,1.200000e-01,0,0,5.159740e+00
KB241,15,1,180,1,7.840400e-01
KB241,16,4.800000e-01,0,1,8.258500e-01
KB241,17,2.400000e-01,0,1,9.090509e-01
KB241,18,1.200000e-01,0,0,2.025666e+00
KB241,19,6.000000e-02,180,0,2.392642e+00
KB241,20,1.200000e-01,180,1,2.875830e+00
KB241,21,1.200000e-01,180,1,1.533782e+00
KB241,22,2.400000e-01,180,0,9.255559e-01
KB241,23,4.800000e-01,0,1,8.339891e-01
KB241,24,6.000000e-02,0,1,4.667852e+00
KB241,25,4.800000e-01,180,1,9.422851e-01
KB241,26,6.000000e-02,180,1,1.817604e+00
KB241,27,1,180,1,7.173750e-01
KB241,28,6.000000e-02,0,1,1.567611e+00
KB241,29,4.800000e-01,180,1,1.335086e+00
KB241,30,6.000000e-02,180,1,1.484174e+00
KB241,31,1,0,1,9.756920e-01
KB241,32,1.200000e-01,0,1,3.651161e+00
KB241,33,1.200000e-01,0,1,2.992508e+00
KB241,34,1,0,1,7.590539e-01
KB241,35,2.400000e-01,180,1,1.367602e+00
KB241,36,1,180,1,1.484212e+00
KB241,37,1,0,1,7.590239e-01
KB241,38,6.000000e-02,180,0,3.626041e+00
KB241,39,6.000000e-02,0,1,2.317398e+00
KB241,40,2.400000e-01,180,1,9.588561e-01
KB241,41,1.200000e-01,180,0,4.660016e+00
KB241,42,6.000000e-02,180,0,1.025583e+00
KB241,43,2.400000e-01,0,0,8.007720e-01
KB241,44,6.000000e-02,0,1,3.476216e+00
KB241,45,1.200000e-01,180,1,1.358889e+00
KB241,46,1,180,1,6.754990e-01
KB241,47,1,180,1,7.670951e-01
KB241,48,4.800000e-01,180,1,7.755611e-01
KB241,49,4.800000e-01,0,1,6.257811e-01
KB241,50,4.800000e-01,0,1,6.505470e-01
