SubjectID,Trial,Coherence,Direction,Response,RT
GC1131,1,1.200000e-01,180,1,1.325982e+00
GC1131,2,6.000000e-02,0,1,1.850776e+00
GC1131,3,6.000000e-02,180,0,3.584395e+00
GC1131,4,4.800000e-01,180,1,6.673820e-01
GC1131,5,1,0,1,1.175739e+00
GC1131,6,4.800000e-01,180,1,1.458916e+00
GC1131,7,6.000000e-02,180,1,2.425990e+00
GC1131,8,1,0,1,1.400847e+00
GC1131,9,4.800000e-01,180,1,1.918304e+00
GC1131,10,4.800000e-01,0,1,2.850942e+00
GC1131,11,1.200000e-01,180,1,1.026004e+00
GC1131,12,1,180,1,1.075718e+00
GC1131,13,6.000000e-02,0,1,1.367567e+00
GC1131,14,1,180,1,8.593891e-01
GC1131,15,1.200000e-01,180,0,1.917637e+00
GC1131,16,1,0,1,9.427879e-01
GC1131,17,2.400000e-01,0,0,3.910029e+00
GC1131,18,4.800000e-01,0,1,1.809129e+00
GC1131,19,1,180,1,2.592694e+00
GC1131,20,4.800000e-01,180,1,2.667417e+00
GC1131,21,4.800000e-01,0,0,2.634393e+00
GC1131,22,2.400000e-01,180,0,3.101399e+00
GC1131,23,2.400000e-01,180,0,2.517609e+00
GC1131,24,1.200000e-01,0,0,1.709009e+00
GC1131,25,6.000000e-02,180,0,1.334245e+00
GC1131,26,1.200000e-01,180,0,5.673680e-01
GC1131,27,2.400000e-01,0,0,9.018898e-03
GC1131,28,1,180,0,5.726529e+00
GC1131,29,6.000000e-02,180,1,4.226711e+00
GC1131,30,4.800000e-01,0,1,3.142854e+00
GC1131,31,2.400000e-01,0,0,1.950710e+00
GC1131,32,1.200000e-01,180,0,2.826230e+00
GC1131,33,2.400000e-01,180,1,4.201726e+00
GC1131,34,2.400000e-01,180,1,1.375693e+00
GC1131,35,1.200000e-01,0,0,1.459632e+00
GC1131,36,1.200000e-01,0,0,7.052100e+00
GC1131,37,2.400000e-01,0,1,1.242643e+00
GC1131,38,2.400000e-01,0,1,1.792432e+00
GC1131,39,4.800000e-01,0,1,1.150819e+00
GC1131,40,6.000000e-02,0,1,1.009068e+00
GC1131,41,6.000000e-02,0,0,3.009728e+00
GC1131,42,6.000000e-02,0,1,1.742517e+00
GC1131,43,1,180,0,3.589010e-01
GC1131,44,1,0,0,1.924481e-01
GC1131,45,2.400000e-01,180,0,9.336948e-03
GC1131,46,1.200000e-01,0,0,5.518050e+00
GC1131,47,1.200000e-01,0,0,5.717939e+00
GC1131,48,6.000000e-02,180,0,6.093404e+00
GC1131,49,4.800000e-01,180,0,4.176319e-01
GC1131,50,1,0,0,5.913997e-02
