"stim","response","rt","subj_idx"
6,0.736842105263158,1.50267223859649,"HB366"
12,0.8,1.27318341166667,"HB366"
24,0.9,1.17096618,"HB366"
48,0.932203389830508,1.04938260847458,"HB366"
100,0.916666666666667,1.36504889333333,"HB366"
