SubjectID,Trial,Coherence,Direction,Response,RT
IB748,1,1.200000e-01,180,1,1.592670e+00
IB748,2,4.800000e-01,0,1,3.242780e+00
IB748,3,2.400000e-01,0,1,1.425802e+00
IB748,4,4.800000e-01,0,1,1.309044e+00
IB748,5,2.400000e-01,0,1,8.258440e-01
IB748,6,6.000000e-02,180,0,4.159680e+00
IB748,7,1,180,0,2.409356e+00
IB748,8,4.800000e-01,180,0,1.767473e+00
IB748,9,1.200000e-01,180,1,1.676020e+00
IB748,10,1.200000e-01,0,1,1.150837e+00
IB748,11,1,0,0,7.092390e-01
IB748,12,1.200000e-01,0,1,2.042650e+00
IB748,13,4.800000e-01,0,0,2.134370e+00
IB748,14,1,0,1,5.376603e+00
IB748,15,1,180,1,9.683421e-01
IB748,16,2.400000e-01,180,0,2.409293e+00
IB748,17,2.400000e-01,180,1,2.751171e+00
IB748,18,2.400000e-01,0,1,2.209363e+00
IB748,19,6.000000e-02,0,0,1.750931e+00
IB748,20,4.800000e-01,180,1,2.876189e+00
IB748,21,2.400000e-01,0,1,1.300871e+00
IB748,22,6.000000e-02,180,0,2.650951e+00
IB748,23,1,180,1,1.342707e+00
IB748,24,1.200000e-01,180,0,1.834257e+00
IB748,25,4.800000e-01,0,0,1.835226e+00
IB748,26,2.400000e-01,180,1,2.267691e+00
IB748,27,2.400000e-01,180,1,1.701049e+00
IB748,28,1,180,1,1.325928e+00
IB748,29,6.000000e-02,0,1,1.434292e+00
IB748,30,4.800000e-01,180,1,1.759073e+00
IB748,31,6.000000e-02,180,0,1.617680e+00
IB748,32,1,180,1,4.568173e+00
IB748,33,1,0,1,1.084302e+00
IB748,34,1.200000e-01,0,1,2.959399e+00
IB748,35,6.000000e-02,180,1,1.709375e+00
IB748,36,2.400000e-01,180,0,4.927530e-01
IB748,37,6.000000e-02,180,1,4.424350e-01
IB748,38,2.400000e-01,0,1,2.759556e+00
IB748,39,1.200000e-01,0,1,1.875999e+00
IB748,40,4.800000e-01,180,1,1.167517e+00
IB748,41,1.200000e-01,0,1,1.275866e+00
IB748,42,1.200000e-01,180,0,4.951415e+00
IB748,43,6.000000e-02,0,0,2.477115e+00
IB748,44,1,0,1,1.309277e+00
IB748,45,4.800000e-01,180,1,8.927050e-01
IB748,46,1.200000e-01,180,1,3.251242e+00
IB748,47,6.000000e-02,0,0,3.009406e+00
IB748,48,1,0,1,1.575708e+00
IB748,49,6.000000e-02,0,1,8.852959e-03
IB748,50,4.800000e-01,0,1,1.617413e+00
