"stim","response","rt","subj_idx"
6,0.672413793103448,2.09483360689655,"IC1077"
12,0.966101694915254,1.63680191694915,"IC1077"
24,0.949152542372881,1.28451764576271,"IC1077"
48,0.883333333333333,1.03474605333333,"IC1077"
100,0.966666666666667,0.970945325,"IC1077"
