"stim","response","rt","subj_idx"
6,0.727272727272727,1.97852999818182,"GC1015"
12,0.766666666666667,1.64118573666667,"GC1015"
24,0.948275862068966,1.54184615517241,"GC1015"
48,0.932203389830508,1.54640969491525,"GC1015"
100,0.793103448275862,1.68204905172414,"GC1015"
