"stim","response","rt","subj_idx"
6,0.428571428571429,1.79645779047619,"HC1079"
12,0.566666666666667,1.51014333666667,"HC1079"
24,0.769230769230769,1.57006339230769,"HC1079"
48,0.884615384615385,1.68218790384615,"HC1079"
100,0.75,2.23897037916667,"HC1079"
