"stim","response","rt","subj_idx"
6,0.66,1.87571952,"LC1078"
12,0.818181818181818,1.63512433272727,"LC1078"
24,0.964912280701754,1.31969715087719,"LC1078"
48,0.982758620689655,1.23800853275862,"LC1078"
100,0.87719298245614,1.16367573859649,"LC1078"
