SubjectID,Trial,Coherence,Direction,Response,RT
IC920,1,2.400000e-01,180,1,3.126085e+00
IC920,2,4.800000e-01,180,1,1.892308e+00
IC920,3,4.800000e-01,0,1,1.150666e+00
IC920,4,6.000000e-02,0,1,2.042469e+00
IC920,5,1,180,0,5.201189e+00
IC920,6,4.800000e-01,0,1,9.756639e-01
IC920,7,1.200000e-01,0,1,3.784479e+00
IC920,8,1,0,1,2.500889e+00
IC920,9,1,0,0,3.250949e+00
IC920,10,2.400000e-01,0,1,2.484436e+00
IC920,11,2.400000e-01,0,1,1.667636e+00
IC920,12,6.000000e-02,0,1,1.600787e+00
IC920,13,4.800000e-01,180,1,1.025993e+00
IC920,14,1,180,1,3.476353e+00
IC920,15,2.400000e-01,0,1,1.792394e+00
IC920,16,4.800000e-01,0,1,1.525762e+00
IC920,17,1.200000e-01,0,1,1.200773e+00
IC920,18,1.200000e-01,180,1,3.284340e+00
IC920,19,1.200000e-01,180,1,1.059096e+00
IC920,20,6.000000e-02,180,1,8.118593e+00
IC920,21,6.000000e-02,180,1,7.301519e+00
IC920,22,4.800000e-01,180,1,1.575875e+00
IC920,23,1,180,1,2.325853e+00
IC920,24,1,0,1,1.217423e+00
IC920,25,6.000000e-02,0,1,1.625825e+00
IC920,26,6.000000e-02,0,1,2.567571e+00
IC920,27,2.400000e-01,0,1,1.208931e+00
IC920,28,1.200000e-01,180,0,1.375682e+00
IC920,29,4.800000e-01,0,1,2.792664e+00
IC920,30,1,0,0,1.834386e+00
IC920,31,6.000000e-02,180,0,4.174049e-01
IC920,32,2.400000e-01,180,0,7.506988e-01
IC920,33,2.400000e-01,180,0,1.067606e+00
IC920,34,2.400000e-01,180,1,9.257581e-01
IC920,35,1,180,1,1.775788e+00
IC920,36,4.800000e-01,180,1,1.284158e+00
IC920,37,4.800000e-01,0,1,1.267257e+00
IC920,38,1,180,1,4.902834e+00
IC920,39,6.000000e-02,180,1,5.251414e+00
IC920,40,1.200000e-01,0,1,1.217383e+00
IC920,41,1.200000e-01,180,1,1.109621e+00
IC920,42,1.200000e-01,0,1,2.050835e+00
IC920,43,4.800000e-01,180,1,2.609383e+00
IC920,44,1.200000e-01,0,1,9.922421e-01
IC920,45,6.000000e-02,0,1,9.255719e-01
IC920,46,2.400000e-01,180,1,1.009124e+00
IC920,47,2.400000e-01,0,1,9.090750e-01
IC920,48,1,0,1,2.525921e+00
IC920,49,6.000000e-02,180,1,1.351750e+00
IC920,50,1.200000e-01,180,1,1.343543e+00
