"stim","response","rt","subj_idx"
6,0.607142857142857,1.37447286071429,"IB754"
12,0.758620689655172,1.2414634362069,"IB754"
24,0.883333333333333,1.21320550333333,"IB754"
48,0.932203389830508,1.02527602881356,"IB754"
100,0.964912280701754,0.978243661403509,"IB754"
