"stim","response","rt","subj_idx"
6,0.745098039215686,1.28033150588235,"LC1132"
12,0.913793103448276,1.28077362413793,"LC1132"
24,0.983333333333333,0.833603553333333,"LC1132"
48,0.933333333333333,1.01611449333333,"LC1132"
100,0.711864406779661,1.11172294576271,"LC1132"
