SubjectID,Trial,Coherence,Direction,Response,RT
GC981,1,2.400000e-01,180,0,4.059073e+00
GC981,2,1.200000e-01,0,0,1.884234e+00
GC981,3,1.200000e-01,180,1,1.609024e+00
GC981,4,1,180,1,2.175652e+00
GC981,5,6.000000e-02,0,1,8.674729e-01
GC981,6,1,180,0,9.222031e-03
GC981,7,6.000000e-02,180,1,2.909134e+00
GC981,8,1.200000e-01,180,1,1.417483e+00
GC981,9,1.200000e-01,180,0,3.542786e+00
GC981,10,6.000000e-02,180,1,9.840932e-01
GC981,11,1,180,0,6.339569e-01
GC981,12,1,0,0,1.174700e-01
GC981,13,2.400000e-01,180,0,9.246111e-03
GC981,14,1.200000e-01,0,1,1.075637e+00
GC981,15,6.000000e-02,0,0,8.423810e-01
GC981,16,2.400000e-01,180,1,1.084534e+00
GC981,17,4.800000e-01,0,1,8.507640e-01
GC981,18,1,0,0,5.924652e-01
GC981,19,4.800000e-01,180,0,7.342601e-01
GC981,20,1,180,0,7.923510e-01
GC981,21,2.400000e-01,0,1,2.200805e+00
GC981,22,1.200000e-01,180,1,1.117271e+00
GC981,23,2.400000e-01,180,1,1.600981e+00
GC981,24,4.800000e-01,0,1,8.758919e-01
GC981,25,1.200000e-01,180,1,1.375699e+00
GC981,26,1,0,1,2.109346e+00
GC981,27,4.800000e-01,0,1,1.475779e+00
GC981,28,4.800000e-01,180,1,1.059007e+00
GC981,29,4.800000e-01,180,1,2.184625e+00
GC981,30,6.000000e-02,0,1,1.300706e+00
GC981,31,4.800000e-01,180,1,7.843001e-01
GC981,32,2.400000e-01,0,1,9.172132e-01
GC981,33,2.400000e-01,0,0,1.125643e+00
GC981,34,4.800000e-01,0,0,1.559002e+00
GC981,35,1,0,1,6.341300e-01
GC981,36,1,0,0,1.609349e+00
GC981,37,2.400000e-01,0,1,9.280920e-03
GC981,38,1.200000e-01,0,1,7.589638e-01
GC981,39,1.200000e-01,0,0,7.170579e-01
GC981,40,1.200000e-01,0,1,9.924510e-01
GC981,41,6.000000e-02,180,0,7.506242e-01
GC981,42,6.000000e-02,180,0,2.500954e+00
GC981,43,4.800000e-01,180,1,4.920211e-01
GC981,44,6.000000e-02,0,0,7.420361e-01
GC981,45,4.800000e-01,0,1,7.505331e-01
GC981,46,2.400000e-01,0,1,1.659178e+00
GC981,47,6.000000e-02,180,1,3.368038e+00
GC981,48,2.400000e-01,180,1,1.358931e+00
GC981,49,1,180,1,8.926671e-01
GC981,50,6.000000e-02,0,1,3.284554e+00
