"stim","response","rt","subj_idx"
6,0.527272727272727,1.66503263272727,"GC860"
12,0.666666666666667,1.65128620185185,"GC860"
24,0.72,1.736281116,"GC860"
48,0.792452830188679,1.53704577169811,"GC860"
100,0.775862068965517,1.63712394827586,"GC860"
