"stim","response","rt","subj_idx"
6,0.722222222222222,1.89085966666667,"IC951"
12,0.836363636363636,1.82058063454545,"IC951"
24,0.916666666666667,1.74463120166667,"IC951"
48,1,1.51862072711864,"IC951"
100,0.948275862068966,1.40280465517241,"IC951"
