"stim","response","rt","subj_idx"
6,0.568965517241379,1.24134743448276,"GB702"
12,0.741379310344828,1.20718695689655,"GB702"
24,0.833333333333333,1.21877528166667,"GB702"
48,0.706896551724138,1.1994683137931,"GB702"
100,0.410714285714286,1.18331492142857,"GB702"
