"stim","response","rt","subj_idx"
6,0.685185185185185,1.94948902037037,"HC952"
12,0.913793103448276,1.69295844310345,"HC952"
24,0.983050847457627,1.39412888305085,"HC952"
48,0.983333333333333,1.37396180666667,"HC952"
100,0.931034482758621,1.28018078275862,"HC952"
