,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,2.1489799674519885,0.49351964095492623,0.9733877185185721,1.6633191207906532,2.6531931396370374,0.5613055929626672,1.6719891941084517,0.6620570666462193,0.30063558828551645,1187
