,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,2.6052725304884174,0.38392694838842606,1.0974629558608853,1.8769549871372646,2.148187482342213,0.6795230548620563,1.1944482826666059,0.8091375784572438,0.456272652076442,1098
