,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,2.935032111720001,0.4876923998564052,1.6086841574737767,2.4034819398187586,3.636536869800464,0.6028561992148224,0.8658738152638559,7.03961037424733e-05,0.4775823549426604,1077
