,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,1.9800800852107379,0.7727231224961186,1.183755178037885,2.616319651471555,2.802101565009132,0.5960613507770172,1.4377432049410395,0.625376253532535,0.21379500215483457,1245
