,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,2.084826421495725,0.44634967084664157,0.9694750941673043,1.7988563537551858,2.1113165249902073,0.5428468851315468,0.6649176178176047,0.6912947556231691,0.4450900119410414,578
