,a,v(-1.5000000000002967),v(-0.5000000000002967),v(0.49999999999970335),v(1.4999999999997033),t,sv,sz,st,subj_idx
0,3.2164571968325117,1.0905088407127712,1.2672736789803298,1.9488998038922807,2.8050296318236545,0.2710736068761756,0.864050155021876,1.5599811767128183e-11,0.10968531192633092,1170
