,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,3.2411097144074534,0.45473949611556685,1.0796175639930712,2.0601615246336618,2.6392827910207544,0.34537955170125206,1.1214140970461601,1.1168471392278197e-05,0.00022392689511536854,1078
