,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,3.146232171425121,0.43512455411139717,1.156114938670645,1.2863396880334972,1.8825946442351018,0.5877357379584999,1.0043328990792535,0.61383313159591,0.7835755744760707,1455
