,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,3.2433002938278417,0.6714853392644187,0.9424772061795833,1.2564072318903248,1.8746874870805976,0.5068229893530137,1.4066421582005788,0.1653592928873916,0.6462649001154482,830
