,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,3.471137566488604,0.5007848334223525,1.28834988582831,2.534948181457426,3.455513251210362,0.25189387593002277,0.8958843050404609,0.0004632695132936845,0.0008117498052225993,876
