,a,v(-1.5),v(-0.5),v(0.5),v(1.5),t,sv,sz,st,subj_idx
0,1.8031474668223952,1.0254841311864447,1.051828846207878,1.9572902361676379,3.264538602580528,0.36550301439612554,0.6278642960149844,0.18901889509555853,0.0789341153121077,1504
