,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,2.3118641199989405,0.7588790337490097,1.9327313553242558,3.6060447501454966,4.389367799785301,0.6448414243254607,1.0603249200478946,0.11297551197190586,0.49167041813071716,862
