,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,2.2259387151168135,0.7011155021356216,1.3583271505137513,1.6905105972343795,2.0574047552927586,0.45938641979708045,0.4880746289081204,0.011481624837822276,0.18573540582704298,1555
