,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,2.7449844697964867,0.28201976657606087,0.4768559859382333,0.65393039079963,0.9700540515181143,0.29428581202747606,0.3823462498973095,0.6325736913140513,0.0001367294313672093,631
