,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,3.305038191462899,0.9731479118203841,1.048117113815724,2.1220093216798745,2.1942352675573993,0.3523697696852775,1.627373262380882,0.2869818020148415,0.36783618094083104,1441
