,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,2.848184998433253,0.41475315375382515,1.1731936751194667,1.6910142401461326,1.8594533007059872,0.5294043988519744,0.4856794967148852,1.96285886832455e-11,0.3487241209049228,952
