,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,2.031352029202829,0.34716713027185486,1.4879371249728053,2.7168990374960886,3.7506229920048146,0.4393375969903503,1.3283669837662502,0.656761940821544,0.3305624080377171,375
