,a,v(-1.5),v(-0.5),v(0.5),v(1.5),t,sv,sz,st,subj_idx
0,2.659200560640484,0.8200492771435925,1.9164291934017488,3.108683503174567,4.2159193646417314,0.4771435864305907,1.4981827954848699,0.547317087503047,0.21939186485616183,978
