,a,v(-1.5),v(-0.500000000002),v(0.499999999998),v(1.5),t,sv,sz,st,subj_idx
0,3.2340918487247583,-0.19459344004149723,1.1165052462459313,1.734377032635254,2.414112359813148,0.5291727390120922,1.4852733485588265,0.5242278941431656,0.5838461333231616,888
